ticket_id,created_at,subject,description,product_area,customer_tier,priority,status,channel,tags
TCK-1259,2026-06-24,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 0.,admin,free,medium,solved,web,permissions|roles|admin
TCK-1316,2026-06-24,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 0.,integrations,pro,medium,pending,email,slack|integration|disconnect
TCK-1006,2026-06-25,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,pro,urgent,solved,web,csv|export|timeout|reporting
TCK-1139,2026-06-25,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 4.,api,pro,high,solved,chat,api|rate-limit|developer-experience
TCK-1181,2026-06-25,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 6.,billing,pro,high,pending,api,billing|invoice|finance
TCK-1214,2026-06-25,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 0.,billing,pro,high,solved,chat,billing|invoice|finance
TCK-1250,2026-06-25,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 1.,search,pro,urgent,open,web,search|performance|latency
TCK-1260,2026-06-25,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 1.,admin,pro,medium,pending,email,permissions|roles|admin
TCK-1335,2026-06-25,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 2.,workflow,free,medium,pending,api,bulk-actions|feature-request|workflow
TCK-1002,2026-06-26,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,enterprise,high,open,email,csv|export|timeout|reporting
TCK-1089,2026-06-26,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 2.,authentication,enterprise,high,solved,email,sso|login|authentication|redirect
TCK-1180,2026-06-26,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 5.,billing,pro,high,solved,chat,billing|invoice|finance
TCK-1207,2026-06-26,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 0.,billing,enterprise,high,open,api,billing|invoice|finance
TCK-1293,2026-06-26,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 0.,integrations,pro,medium,pending,web,slack|integration|disconnect
TCK-1029,2026-06-27,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 4.,reporting,enterprise,high,open,api,csv|export|timeout|reporting
TCK-1109,2026-06-27,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 5.,authentication,free,high,open,email,sso|login|authentication|redirect
TCK-1126,2026-06-27,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 1.,authentication,enterprise,high,solved,api,sso|login|authentication|redirect
TCK-1169,2026-06-27,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 4.,api,enterprise,high,open,api,api|rate-limit|developer-experience
TCK-1197,2026-06-27,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 6.,billing,enterprise,high,pending,email,billing|invoice|finance
TCK-1202,2026-06-27,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 4.,billing,pro,medium,open,web,billing|invoice|finance
TCK-1212,2026-06-27,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 5.,billing,free,medium,open,web,billing|invoice|finance
TCK-1215,2026-06-27,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 1.,billing,pro,high,solved,api,billing|invoice|finance
TCK-1226,2026-06-27,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 1.,search,free,high,open,api,search|performance|latency
TCK-1230,2026-06-27,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 5.,search,enterprise,urgent,pending,email,search|performance|latency
TCK-1248,2026-06-27,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 2.,search,free,high,solved,api,search|performance|latency
TCK-1254,2026-06-27,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 5.,search,pro,high,pending,api,search|performance|latency
TCK-1275,2026-06-27,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 5.,admin,free,high,open,email,permissions|roles|admin
TCK-1303,2026-06-27,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 1.,integrations,pro,high,open,api,slack|integration|disconnect
TCK-1306,2026-06-27,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 4.,integrations,pro,high,solved,chat,slack|integration|disconnect
TCK-1310,2026-06-27,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 1.,integrations,free,high,open,email,slack|integration|disconnect
TCK-1347,2026-06-27,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 2.,workflow,pro,medium,pending,chat,bulk-actions|feature-request|workflow
TCK-1020,2026-06-28,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,enterprise,high,solved,chat,csv|export|timeout|reporting
TCK-1033,2026-06-28,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,enterprise,high,pending,email,csv|export|timeout|reporting
TCK-1043,2026-06-28,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 4.,reporting,enterprise,high,pending,api,csv|export|timeout|reporting
TCK-1060,2026-06-28,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 0.,reporting,free,urgent,solved,chat,csv|export|timeout|reporting
TCK-1078,2026-06-28,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,pro,urgent,solved,chat,csv|export|timeout|reporting
TCK-1097,2026-06-28,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 0.,authentication,free,high,pending,email,sso|login|authentication|redirect
TCK-1106,2026-06-28,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 2.,authentication,free,high,open,email,sso|login|authentication|redirect
TCK-1114,2026-06-28,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 3.,authentication,enterprise,high,pending,chat,sso|login|authentication|redirect
TCK-1115,2026-06-28,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 4.,authentication,enterprise,urgent,open,web,sso|login|authentication|redirect
TCK-1149,2026-06-28,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 2.,api,free,high,solved,web,api|rate-limit|developer-experience
TCK-1157,2026-06-28,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 3.,api,pro,high,pending,web,api|rate-limit|developer-experience
TCK-1193,2026-06-28,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 2.,billing,pro,high,solved,web,billing|invoice|finance
TCK-1245,2026-06-28,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 6.,search,enterprise,high,pending,email,search|performance|latency
TCK-1273,2026-06-28,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 3.,admin,pro,high,pending,email,permissions|roles|admin
TCK-1304,2026-06-28,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 2.,integrations,pro,medium,pending,email,slack|integration|disconnect
TCK-1308,2026-06-28,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 6.,integrations,free,medium,open,api,slack|integration|disconnect
TCK-1309,2026-06-28,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 0.,integrations,enterprise,medium,pending,email,slack|integration|disconnect
TCK-1346,2026-06-28,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 1.,workflow,enterprise,low,open,api,bulk-actions|feature-request|workflow
TCK-1388,2026-06-28,One-off PDF formatting question,PDF export has a minor formatting question for a small report Synthetic scenario variant 0.,exports,pro,medium,solved,web,pdf|formatting
TCK-1095,2026-06-29,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 5.,authentication,pro,high,open,web,sso|login|authentication|redirect
TCK-1098,2026-06-29,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 1.,authentication,enterprise,high,solved,chat,sso|login|authentication|redirect
TCK-1127,2026-06-29,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 2.,authentication,free,urgent,pending,chat,sso|login|authentication|redirect
TCK-1225,2026-06-29,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 0.,search,free,high,solved,web,search|performance|latency
TCK-1325,2026-06-29,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 2.,integrations,enterprise,high,pending,chat,slack|integration|disconnect
TCK-1350,2026-06-29,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 5.,workflow,enterprise,low,pending,api,bulk-actions|feature-request|workflow
TCK-1366,2026-06-29,Question about onboarding checklist,New workspace owner asks about recommended onboarding steps Synthetic scenario variant 0.,onboarding,enterprise,medium,open,chat,onboarding|how-to
TCK-1018,2026-06-30,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 0.,reporting,pro,urgent,solved,api,csv|export|timeout|reporting
TCK-1035,2026-06-30,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 3.,reporting,enterprise,high,pending,email,csv|export|timeout|reporting
TCK-1092,2026-06-30,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 2.,authentication,enterprise,high,open,chat,sso|login|authentication|redirect
TCK-1124,2026-06-30,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 6.,authentication,pro,high,solved,web,sso|login|authentication|redirect
TCK-1195,2026-06-30,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 4.,billing,enterprise,high,open,chat,billing|invoice|finance
TCK-1200,2026-06-30,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 2.,billing,pro,high,solved,chat,billing|invoice|finance
TCK-1236,2026-06-30,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 4.,search,pro,urgent,pending,api,search|performance|latency
TCK-1244,2026-06-30,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 5.,search,enterprise,urgent,solved,web,search|performance|latency
TCK-1313,2026-06-30,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 4.,integrations,pro,medium,solved,email,slack|integration|disconnect
TCK-1319,2026-06-30,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 3.,integrations,enterprise,high,solved,chat,slack|integration|disconnect
TCK-1339,2026-06-30,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 1.,workflow,enterprise,low,solved,chat,bulk-actions|feature-request|workflow
TCK-1342,2026-06-30,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 4.,workflow,free,low,pending,chat,bulk-actions|feature-request|workflow
TCK-1046,2026-07-01,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 0.,reporting,enterprise,urgent,open,chat,csv|export|timeout|reporting
TCK-1047,2026-07-01,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,enterprise,high,solved,email,csv|export|timeout|reporting
TCK-1062,2026-07-01,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,enterprise,high,solved,api,csv|export|timeout|reporting
TCK-1073,2026-07-01,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 3.,reporting,enterprise,urgent,pending,web,csv|export|timeout|reporting
TCK-1102,2026-07-01,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 5.,authentication,enterprise,high,solved,chat,sso|login|authentication|redirect
TCK-1107,2026-07-01,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 3.,authentication,free,high,pending,api,sso|login|authentication|redirect
TCK-1108,2026-07-01,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 4.,authentication,enterprise,high,open,api,sso|login|authentication|redirect
TCK-1131,2026-07-01,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 6.,authentication,enterprise,high,open,chat,sso|login|authentication|redirect
TCK-1147,2026-07-01,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 0.,api,enterprise,medium,pending,email,api|rate-limit|developer-experience
TCK-1151,2026-07-01,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 4.,api,pro,high,pending,email,api|rate-limit|developer-experience
TCK-1156,2026-07-01,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 2.,api,free,high,solved,api,api|rate-limit|developer-experience
TCK-1210,2026-07-01,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 3.,billing,free,high,solved,chat,billing|invoice|finance
TCK-1247,2026-07-01,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 1.,search,pro,urgent,pending,web,search|performance|latency
TCK-1282,2026-07-01,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 5.,admin,pro,high,solved,email,permissions|roles|admin
TCK-1345,2026-07-01,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 0.,workflow,enterprise,low,pending,chat,bulk-actions|feature-request|workflow
TCK-1362,2026-07-01,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 2.,workflow,pro,medium,solved,chat,bulk-actions|feature-request|workflow
TCK-1372,2026-07-01,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,enterprise,low,open,email,profile|settings
TCK-1385,2026-07-01,Question about onboarding checklist,New workspace owner asks about recommended onboarding steps Synthetic scenario variant 0.,onboarding,enterprise,low,solved,api,onboarding|how-to
TCK-1391,2026-07-01,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,free,low,open,chat,profile|settings
TCK-1401,2026-07-01,One-off PDF formatting question,PDF export has a minor formatting question for a small report Synthetic scenario variant 0.,exports,pro,low,pending,web,pdf|formatting
TCK-1415,2026-07-01,Mobile notification preference question,Customer asks how to adjust mobile notification settings Synthetic scenario variant 0.,mobile,pro,medium,solved,api,mobile|settings
TCK-1019,2026-07-02,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,enterprise,high,solved,api,csv|export|timeout|reporting
TCK-1057,2026-07-02,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 4.,reporting,enterprise,urgent,solved,web,csv|export|timeout|reporting
TCK-1068,2026-07-02,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,enterprise,high,solved,email,csv|export|timeout|reporting
TCK-1069,2026-07-02,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,enterprise,urgent,solved,chat,csv|export|timeout|reporting
TCK-1123,2026-07-02,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 5.,authentication,enterprise,high,open,api,sso|login|authentication|redirect
TCK-1168,2026-07-02,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 3.,api,enterprise,high,solved,web,api|rate-limit|developer-experience
TCK-1203,2026-07-02,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 5.,billing,pro,medium,open,chat,billing|invoice|finance
TCK-1213,2026-07-02,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 6.,billing,free,medium,solved,chat,billing|invoice|finance
TCK-1232,2026-07-02,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 0.,search,pro,high,open,web,search|performance|latency
TCK-1238,2026-07-02,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 6.,search,enterprise,urgent,open,email,search|performance|latency
TCK-1243,2026-07-02,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 4.,search,free,high,open,api,search|performance|latency
TCK-1274,2026-07-02,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 4.,admin,pro,high,pending,api,permissions|roles|admin
TCK-1363,2026-07-02,One-off PDF formatting question,PDF export has a minor formatting question for a small report Synthetic scenario variant 0.,exports,pro,medium,pending,chat,pdf|formatting
TCK-1369,2026-07-02,Mobile notification preference question,Customer asks how to adjust mobile notification settings Synthetic scenario variant 0.,mobile,pro,medium,pending,email,mobile|settings
TCK-1377,2026-07-02,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,pro,low,pending,web,profile|settings
TCK-1396,2026-07-02,Mobile notification preference question,Customer asks how to adjust mobile notification settings Synthetic scenario variant 0.,mobile,pro,medium,open,api,mobile|settings
TCK-1024,2026-07-03,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,enterprise,high,solved,web,csv|export|timeout|reporting
TCK-1039,2026-07-03,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 0.,reporting,pro,high,open,api,csv|export|timeout|reporting
TCK-1045,2026-07-03,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,enterprise,urgent,pending,api,csv|export|timeout|reporting
TCK-1051,2026-07-03,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 5.,reporting,enterprise,high,solved,email,csv|export|timeout|reporting
TCK-1067,2026-07-03,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 0.,reporting,enterprise,urgent,pending,email,csv|export|timeout|reporting
TCK-1104,2026-07-03,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 0.,authentication,pro,high,solved,chat,sso|login|authentication|redirect
TCK-1162,2026-07-03,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 1.,api,free,high,solved,api,api|rate-limit|developer-experience
TCK-1196,2026-07-03,Invoice download or billing detail request,Customer needs clearer invoice exports and billing history for finance review Synthetic scenario variant 5.,billing,pro,high,solved,web,billing|invoice|finance
TCK-1288,2026-07-03,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 5.,admin,pro,high,pending,chat,permissions|roles|admin
TCK-1315,2026-07-03,Slack integration disconnects unexpectedly,Slack alerts stop posting until the integration is reconnected manually Synthetic scenario variant 6.,integrations,enterprise,medium,solved,api,slack|integration|disconnect
TCK-1375,2026-07-03,Question about onboarding checklist,New workspace owner asks about recommended onboarding steps Synthetic scenario variant 0.,onboarding,free,medium,open,api,onboarding|how-to
TCK-1376,2026-07-03,One-off PDF formatting question,PDF export has a minor formatting question for a small report Synthetic scenario variant 0.,exports,enterprise,medium,solved,web,pdf|formatting
TCK-1387,2026-07-03,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,enterprise,low,pending,email,profile|settings
TCK-1413,2026-07-03,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,pro,low,solved,web,profile|settings
TCK-1417,2026-07-03,Mobile notification preference question,Customer asks how to adjust mobile notification settings Synthetic scenario variant 0.,mobile,pro,low,open,chat,mobile|settings
TCK-1028,2026-07-04,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 3.,reporting,enterprise,urgent,pending,chat,csv|export|timeout|reporting
TCK-1044,2026-07-04,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 5.,reporting,enterprise,urgent,open,chat,csv|export|timeout|reporting
TCK-1054,2026-07-04,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 1.,reporting,enterprise,high,open,api,csv|export|timeout|reporting
TCK-1090,2026-07-04,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 0.,authentication,pro,urgent,solved,api,sso|login|authentication|redirect
TCK-1091,2026-07-04,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 1.,authentication,free,urgent,open,api,sso|login|authentication|redirect
TCK-1103,2026-07-04,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 6.,authentication,enterprise,high,pending,email,sso|login|authentication|redirect
TCK-1112,2026-07-04,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 1.,authentication,pro,urgent,pending,web,sso|login|authentication|redirect
TCK-1122,2026-07-04,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 4.,authentication,enterprise,high,solved,api,sso|login|authentication|redirect
TCK-1150,2026-07-04,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 3.,api,free,high,solved,api,api|rate-limit|developer-experience
TCK-1160,2026-07-04,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 6.,api,free,high,pending,email,api|rate-limit|developer-experience
TCK-1231,2026-07-04,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 6.,search,pro,urgent,open,email,search|performance|latency
TCK-1234,2026-07-04,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 2.,search,pro,urgent,open,email,search|performance|latency
TCK-1271,2026-07-04,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 1.,admin,enterprise,high,solved,web,permissions|roles|admin
TCK-1277,2026-07-04,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 0.,admin,enterprise,medium,pending,api,permissions|roles|admin
TCK-1281,2026-07-04,Admin permissions are confusing for team roles,Workspace admins cannot tell which role grants access to requested actions Synthetic scenario variant 4.,admin,pro,medium,pending,web,permissions|roles|admin
TCK-1340,2026-07-04,Request for bulk actions across tickets,Support admins want bulk updates for repetitive ticket management tasks Synthetic scenario variant 2.,workflow,pro,low,pending,web,bulk-actions|feature-request|workflow
TCK-1367,2026-07-04,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,pro,medium,pending,email,profile|settings
TCK-1383,2026-07-04,One-off PDF formatting question,PDF export has a minor formatting question for a small report Synthetic scenario variant 0.,exports,enterprise,medium,solved,web,pdf|formatting
TCK-1390,2026-07-04,Question about onboarding checklist,New workspace owner asks about recommended onboarding steps Synthetic scenario variant 0.,onboarding,free,low,open,email,onboarding|how-to
TCK-1392,2026-07-04,Profile language setting question,User asks where to change language preference in profile settings Synthetic scenario variant 0.,profile,pro,low,pending,web,profile|settings
TCK-1407,2026-07-04,Question about onboarding checklist,New workspace owner asks about recommended onboarding steps Synthetic scenario variant 0.,onboarding,pro,low,solved,api,onboarding|how-to
TCK-1408,2026-07-04,Mobile notification preference question,Customer asks how to adjust mobile notification settings Synthetic scenario variant 0.,mobile,enterprise,medium,open,api,mobile|settings
TCK-1022,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 4.,reporting,enterprise,high,solved,email,csv|export|timeout|reporting
TCK-1025,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 0.,reporting,pro,high,solved,web,csv|export|timeout|reporting
TCK-1027,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,enterprise,high,solved,web,csv|export|timeout|reporting
TCK-1031,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,enterprise,urgent,open,chat,csv|export|timeout|reporting
TCK-1036,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 4.,reporting,enterprise,urgent,open,chat,csv|export|timeout|reporting
TCK-1041,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 2.,reporting,pro,urgent,pending,chat,csv|export|timeout|reporting
TCK-1049,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 3.,reporting,pro,high,solved,email,csv|export|timeout|reporting
TCK-1056,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 3.,reporting,enterprise,urgent,open,chat,csv|export|timeout|reporting
TCK-1065,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 5.,reporting,enterprise,high,solved,chat,csv|export|timeout|reporting
TCK-1066,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,enterprise,urgent,solved,chat,csv|export|timeout|reporting
TCK-1076,2026-07-05,CSV export fails for large report,Export job times out when downloading large CSV reports for scheduled analysis Synthetic scenario variant 6.,reporting,free,urgent,open,web,csv|export|timeout|reporting
TCK-1100,2026-07-05,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 3.,authentication,free,high,pending,email,sso|login|authentication|redirect
TCK-1133,2026-07-05,SSO login loop after identity provider redirect,Users are redirected back to sign in and cannot complete SSO login Synthetic scenario variant 1.,authentication,enterprise,urgent,open,web,sso|login|authentication|redirect
TCK-1148,2026-07-05,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 1.,api,free,medium,pending,chat,api|rate-limit|developer-experience
TCK-1164,2026-07-05,API rate limit headers are unclear,Integration retries fail because rate limit reset guidance is hard to interpret Synthetic scenario variant 3.,api,free,high,pending,api,api|rate-limit|developer-experience
TCK-1227,2026-07-05,Search results load slowly for large workspaces,Search takes longer than expected when filtering a large support workspace Synthetic scenario variant 2.,search,free,high,pending,api,search|performance|latency
